episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,1.0,0.207753901634682,-2.1729671559879526,179.98650977683081,-30.0,0.5,[-30.0, 0.5],0.0,False,True,0.2333416921184107,0,59.99785047027138,21.92,prepare,0.0
0,2.0,0.20775390119108014,-2.172967009936901,179.98650760968496,22.749387660837314,0.8924945451557533,[22.749387660837314, 0.8924945451557533],1.0,False,True,0.23334169291509746,0,59.99785047027138,21.988,in_progress,0.0
0,3.0,0.2039116088191843,-2.1729345228703343,179.96020328991236,7.071296086975323,0.5151325540029946,[7.071296086975323, 0.5151325540029946],1.0,False,True,0.23974575553653157,0,59.99785047027138,22.054,in_progress,0.0
0,4.0,0.19062861159940983,-2.172986938867976,179.95497362266374,-10.7684088317793,0.684233179514675,[-10.7684088317793, 0.684233179514675],1.0,False,True,0.2618848561944659,0,59.99785047027138,22.121,in_progress,0.0
0,5.0,0.16639303777894054,-2.172560212206285,179.8234318314707,30.0,0.5344989325877042,[30.0, 0.5344989325877042],1.0,False,True,0.30227909273286224,1,59.99785047027138,22.19,in_progress,0.0
0,6.0,0.12969327425070476,-2.1750965382728045,-179.53568532012284,30.0,0.7068358134753608,[30.0, 0.7068358134753608],1.0,False,True,0.3634465594872945,1,59.99785047027138,22.25,in_progress,0.0
0,7.0,0.09576160290590688,-2.179851415154295,-178.4966718613956,-10.096606216182153,0.6943559703717419,[-10.096606216182153, 0.6943559703717419],1.0,False,True,0.41999950334791075,1,59.99785047027138,22.334,in_progress,0.0
0,8.0,0.04434169169289198,-2.186994032385987,-177.18269465433846,29.146300689573067,0.9429371711819021,[29.146300689573067, 0.9429371711819021],1.0,False,True,0.5056996199244078,1,59.99785047027138,22.389,in_progress,0.0
0,9.0,-0.0004301295647441139,-2.1938885808026583,-176.11689786326582,6.811891364164822,0.5,[6.811891364164822, 0.5],1.0,False,True,0.5803482182308899,1,59.99785047027138,22.456,in_progress,0.0
0,10.0,-0.05093423886035724,-2.205386427240967,-174.2482178916893,23.514625080027244,0.5,[23.514625080027244, 0.5],1.0,False,True,0.66453609421845,1,59.99785047027138,22.491,in_progress,0.0
0,11.0,-0.09733645694265737,-2.2203253982483564,-171.85152178111983,8.894098189306064,0.8259937350675057,[8.894098189306064, 0.8259937350675057],1.0,False,True,0.7418906408771834,1,59.99785047027138,22.593,in_progress,0.0
0,12.0,-0.14510643274315208,-2.237647945570493,-169.42584782835385,0.4439643312172521,0.8975304470769667,[0.4439643312172521, 0.8975304470769667],1.0,False,True,0.8215272199235778,2,59.99785047027138,22.663,in_progress,0.0
0,13.0,-0.20583414515944237,-2.2569557268610443,-167.69336715795671,3.0038130656724604,0.7638832288685178,[3.0038130656724604, 0.7638832288685178],1.0,False,True,0.922762757959137,2,59.99785047027138,22.731,in_progress,0.0
0,14.0,-0.2614778334212928,-2.2779276371767794,-165.73950300674662,3.139632399174914,0.5,[3.139632399174914, 0.5],0.5,False,True,1.0155262644415877,2,59.99785047027138,22.79,in_progress,0.0
0,15.0,-0.3036444334632291,-2.2968336709234816,-163.84348278435357,1.1868319468934985,0.9044471448921952,[1.1868319468934985, 0.9044471448921952],0.5,False,True,1.0857439815304315,2,59.99785047027138,22.855,in_progress,0.0
0,16.0,-0.3544088966005564,-2.319382622530424,-162.16943152496665,0.22736974185556846,0.8063005367780061,[0.22736974185556846, 0.8063005367780061],0.5,False,True,1.1703619393819837,2,59.99785047027138,22.929,in_progress,0.0
0,17.0,-0.40962459857283123,-2.3403298647695996,-161.5263638744544,-30.0,0.5,[-30.0, 0.5],0.5,False,True,1.2623983622505237,2,59.99785047027138,22.991,in_progress,0.0
0,18.0,-0.4584878355623712,-2.356909018816138,-161.46582123943818,0.6881472090583074,0.7845760079961508,[0.6881472090583074, 0.7845760079961508],0.5,False,True,1.3438455134931269,3,59.99785047027138,23.061,in_progress,0.0
0,19.0,-0.5112086205518573,-2.371959463400419,-162.03749418877305,3.1623605023135752,0.6338332386066607,[3.1623605023135752, 0.6338332386066607],0.5,False,True,1.431721633844632,3,59.99785047027138,23.125,in_progress,0.0
0,20.0,-0.5635393050575233,-2.3918701078591895,-161.36778142754056,-30.0,0.5,[-30.0, 0.5],0.5,False,True,1.5189491777845539,3,59.99785047027138,23.197,in_progress,0.0
0,21.0,-0.6050729073835923,-2.4044965522893844,-161.68096686698226,1.1970490284126107,1.0,[1.1970490284126107, 1.0],0.1,False,True,1.587796324767108,3,59.99785047027138,23.255,in_progress,0.0
0,22.0,-0.6576439733258436,-2.4162306972511214,-162.96367874318898,30.0,0.6949235033114125,[30.0, 0.6949235033114125],0.1,False,True,1.6754023897073282,3,59.99785047027138,23.324,in_progress,0.0
0,23.0,-0.7073659532390664,-2.430659645788181,-163.14436271017465,23.057166813856107,0.9452256904678328,[23.057166813856107, 0.9452256904678328],0.1,False,True,1.7582562519678768,3,59.99785047027138,23.39,in_progress,0.0
0,24.0,-0.7531838879609056,-2.4478595159261722,-162.4070501218181,30.0,1.0,[30.0, 1.0],0.1,False,True,1.834599483355488,3,59.99785047027138,23.463,in_progress,0.0
0,25.0,-0.807118990387444,-2.4739837511715512,-160.43672176737175,-27.454326860309923,0.7211419164659375,[-27.454326860309923, 0.7211419164659375],0.1,False,True,1.9244600272342274,4,59.99785047027138,23.489,in_progress,0.0
0,26.0,-0.8581195631902704,-2.5006748884994603,-158.57502315667838,-29.752078349084684,0.5,[-29.752078349084684, 0.5],0.1,False,True,2.009428766365395,4,59.99785047027138,23.605,in_progress,0.0
0,27.0,-0.9089504849892978,-2.521437012028936,-158.4164499350011,-5.147950728767519,0.5,[-5.147950728767519, 0.5],0.1,False,True,2.0941225704998674,4,59.99785047027138,23.664,in_progress,0.0
0,28.0,-0.9506866619784504,-2.5370781222183947,-158.59260519156192,30.0,0.5,[30.0, 0.5],0.1,False,True,2.1640196492191475,4,59.99785047027138,23.726,in_progress,0.0
0,29.0,-0.9859408028305353,-2.553515161349417,-158.01212645614035,-3.2298816115721785,0.9165153530900395,[-3.2298816115721785, 0.9165153530900395],0.1,False,True,2.2227729777917404,4,59.99785047027138,23.792,in_progress,0.0
0,30.0,-1.0245276132271437,-2.573229081707844,-157.10712659972754,22.31767296643062,0.9841184725560206,[22.31767296643062, 0.9841184725560206],0.1,False,True,2.287079822788095,4,59.99785047027138,23.866,in_progress,0.0
0,31.0,-1.0780575143813258,-2.6015540670498707,-155.89055820415564,29.487423552682827,0.7665418325880531,[29.487423552682827, 0.7665418325880531],0.1,False,False,2.3762897368868705,5,59.99785047027138,23.923000000000002,in_progress,0.0
0,32.0,-1.1202019364399853,-2.630412929851234,-153.77314536535826,-7.879311738431575,0.9841245099234954,[-7.879311738431575, 0.9841245099234954],0.001,False,False,2.4465229886800985,5,59.99785047027138,23.986,in_progress,0.0
0,33.0,-1.1734675297838486,-2.6715363087183945,-150.79087926931342,-16.37291324960338,1.0,[-16.37291324960338, 1.0],0.001,False,False,2.53528795396628,5,59.99785047027138,24.064,in_progress,0.0
0,34.0,-1.2263804573347332,-2.708978067830042,-149.28421404387075,-15.00877282133311,0.7482722499307307,[-15.00877282133311, 0.7482722499307307],0.001,False,False,2.6234663933607423,5,59.99785047027138,24.126,in_progress,0.0
0,35.0,-1.2758276122988252,-2.742759902874877,-148.4196769952417,0.5909928047831841,0.8605227094601656,[0.5909928047831841, 0.8605227094601656],0.001,False,False,2.7069452292691634,5,59.99785047027138,24.175,in_progress,0.0
0,36.0,-1.3322510449352156,-2.7863462577546274,-146.69328996018695,-11.568206899931461,1.0,[-11.568206899931461, 1.0],0.001,False,False,2.8010548266011006,5,59.99785047027138,24.259,in_progress,0.0
0,37.0,-1.383743162804398,-2.8264917197057966,-145.55357135399635,14.997456453882648,1.0,[14.997456453882648, 1.0],0.001,True,False,2.8869399688845316,5,59.99785047027138,24.328,off_track,0.0
1,1.0,-2.7921379190266724,-2.172759372502038,-179.97802874376578,15.285721254008166,0.5660635752103257,[15.285721254008166, 0.5660635752103257],0.0,False,True,0.23334166372043566,10,59.99785047027138,24.45,prepare,0.0
1,2.0,-2.7921379369526447,-2.172758291705554,-179.97827537860496,30.0,0.6343150813284304,[30.0, 0.6343150813284304],1.0,False,True,0.23334169291509693,10,59.99785047027138,24.527,in_progress,0.0
1,3.0,-2.796254695711033,-2.1731350793755646,-179.9412986078141,-30.0,0.5,[-30.0, 0.5],1.0,False,True,0.24020344095328217,10,59.99785047027138,24.584,in_progress,0.0
1,4.0,-2.8124245583576966,-2.1753774810456514,-179.4185683850542,22.83024704462086,1.0,[22.83024704462086, 1.0],1.0,False,True,0.2671597759483051,10,59.99785047027138,24.65,in_progress,0.0
1,5.0,-2.8384484892253785,-2.179074155286562,-178.60430378943346,30.0,0.9841978101486832,[30.0, 0.9841978101486832],1.0,False,True,0.31054276673181735,10,59.99785047027138,24.726,in_progress,0.0
1,6.0,-2.8820234180237394,-2.1873643058470673,-177.03046203374757,6.01398400224771,0.778744411048367,[6.01398400224771, 0.778744411048367],1.0,False,True,0.3831887034516479,10,59.99785047027138,24.79,in_progress,0.0
1,7.0,-2.9283150889031186,-2.1977802586205892,-175.16053149225607,18.15962105851699,0.9586909954686218,[18.15962105851699, 0.9586909954686218],1.0,False,True,0.4603674504523113,10,59.99785047027138,24.866,in_progress,0.0
1,8.0,-2.9777217607281217,-2.2140138985794056,-172.4113776647008,-2.817551084284073,0.9916083897331139,[-2.817551084284073, 0.9916083897331139],1.0,False,True,0.5427510426982446,11,59.99785047027138,24.929,in_progress,0.0
1,9.0,-3.039167734511885,-2.2352019810401265,-169.59490025545546,-20.48080657690624,0.8907076526212672,[-20.48080657690624, 0.8907076526212672],1.0,False,True,0.6452119064008138,11,59.99785047027138,24.984,in_progress,0.0
1,10.0,-3.1056225722041786,-2.254476746793037,-168.09429354932226,-22.071424309202975,1.0,[-22.071424309202975, 1.0],1.0,False,True,0.7560168942007124,11,59.99785047027138,25.06,in_progress,0.0
1,11.0,-3.161631477106245,-2.2668054351720204,-167.98247834595298,30.0,0.9381598964566102,[30.0, 0.9381598964566102],0.5,False,True,0.8494511470100892,11,59.99785047027138,25.129,in_progress,0.0
1,12.0,-3.225296215780107,-2.2818240535213365,-167.64254113145608,30.0,0.5,[30.0, 0.5],0.5,False,True,0.9556051156525094,11,59.99785047027138,25.198,in_progress,0.0
1,13.0,-3.285825781506308,-2.3016436454207856,-166.13791852621904,-10.375391758827309,0.5,[-10.375391758827309, 0.5],0.5,False,True,1.0565471772210704,12,59.99785047027138,25.258,in_progress,0.0
1,14.0,-3.3388146340430938,-2.320988378750786,-164.7371338052786,30.0,0.7294246424688418,[30.0, 0.7294246424688418],0.5,False,True,1.1449196099665722,12,59.99785047027138,25.329,in_progress,0.0
1,15.0,-3.391135398544152,-2.3429361854321153,-163.03504056318917,-5.701403819404305,0.8477720552618667,[-5.701403819404305, 0.8477720552618667],0.5,False,True,1.232185877023862,12,59.99785047027138,25.393,in_progress,0.0
1,16.0,-3.4335063691204097,-2.363865361531672,-161.2636932460588,19.06016684825081,0.9289346765915172,[19.06016684825081, 0.9289346765915172],0.5,False,True,1.3028657066723932,12,59.99785047027138,25.462,in_progress,0.0
1,17.0,-3.486139836663378,-2.392344777998891,-158.98148353050377,30.0,0.6786790232198663,[30.0, 0.6786790232198663],0.5,False,True,1.3901917933462058,12,59.99785047027138,25.532,in_progress,0.0
1,18.0,-3.539388806441588,-2.4279435219733685,-155.77480072185554,-30.0,0.5732469604195983,[-30.0, 0.5732469604195983],0.1,False,True,1.4789656563705802,12,59.99785047027138,25.59,in_progress,0.0
1,19.0,-3.576782239725935,-2.4577164128543774,-152.9811615435625,30.0,0.7412096588343033,[30.0, 0.7412096588343033],0.1,False,True,1.541309013416814,12,59.99785047027138,25.614,in_progress,0.0
1,20.0,-3.6142951467195794,-2.491279713545265,-149.91342487822726,-30.0,0.5,[-30.0, 0.5],0.1,False,True,1.6038538862193281,13,59.99785047027138,25.725,in_progress,0.0
1,21.0,-3.650162227779846,-2.5248742354217892,-147.3311099719836,11.10799474102889,0.5,[11.10799474102889, 0.5],0.1,False,True,1.6636556373722147,13,59.99785047027138,25.794,in_progress,0.0
1,22.0,-3.6812444100450072,-2.5539486778982297,-145.45587091529887,-28.859857843844615,0.8012513154976553,[-28.859857843844615, 0.8012513154976553],0.1,False,True,1.7154794269943527,13,59.99785047027138,25.862000000000002,in_progress,0.0
