episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
20,1.0,0.20775384447626283,-2.1729643823388733,179.98619571681476,-30.0,1.0,[-30.0, 1.0],0.0,False,True,0.23334178847446524,0,59.99785047027138,101.199,prepare,0.0
20,2.0,0.20775390119106682,-2.172967009936901,179.98650760968496,-14.853820516317827,0.5453248893179594,[-14.853820516317827, 0.5453248893179594],1.0,False,True,0.23334169291509738,0,59.99785047027138,101.257,in_progress,0.0
20,3.0,0.20603786330855486,-2.1732143143041633,-179.92079294504387,7.003735575079368,0.725579750949869,[7.003735575079368, 0.725579750949869],1.0,False,True,0.2362017613752316,0,59.99785047027138,101.319,in_progress,0.0
20,4.0,0.19050581198331815,-2.1735877078511874,-179.8447811467775,12.391416800841498,0.5628989003921687,[12.391416800841498, 0.5628989003921687],1.0,False,True,0.26208929375122353,0,59.99785047027138,101.397,in_progress,0.0
20,5.0,0.15892326761768155,-2.174990767031847,-179.54000979213365,26.47515323035725,0.9939835348766599,[26.47515323035725, 0.9939835348766599],1.0,False,True,0.3147282013799475,1,59.99785047027138,101.454,in_progress,0.0
20,6.0,0.12229739134443224,-2.1785893566618877,-178.7997735756228,-30.0,1.0,[-30.0, 1.0],1.0,False,True,0.37577210137119343,1,59.99785047027138,101.529,in_progress,0.0
20,7.0,0.07403792930514672,-2.1850815010511546,-177.56024087661905,3.578962503044309,1.0,[3.578962503044309, 1.0],1.0,False,True,0.4562048693949183,1,59.99785047027138,101.596,in_progress,0.0
20,8.0,0.011552754455896458,-2.1932455719978114,-176.3377693551672,-28.05926706863483,0.9721544226150713,[-28.05926706863483, 0.9721544226150713],1.0,False,True,0.560375397579942,1,59.99785047027138,101.656,in_progress,0.0
20,9.0,-0.04974946340444157,-2.1985344945531886,-176.03291755323815,-30.0,0.913933554846232,[-30.0, 0.913933554846232],1.0,False,True,0.6625546285033328,1,59.99785047027138,101.721,in_progress,0.0
20,10.0,-0.11732118149246976,-2.1976836532616826,-177.27365202485868,14.950906583966493,0.9089118014158291,[14.950906583966493, 0.9089118014158291],1.0,False,True,0.775177333046395,1,59.99785047027138,101.788,in_progress,0.0
20,11.0,-0.18130386237870633,-2.195616680960396,-178.45716842316864,-19.985729417184334,0.8159092134355341,[-19.985729417184334, 0.8159092134355341],1.0,False,True,0.8818168941541817,2,59.99785047027138,101.858,in_progress,0.0
20,12.0,-0.2443434039101649,-2.190801934803784,-179.91777334846066,30.0,1.0,[30.0, 1.0],1.0,False,True,0.986881785557745,2,59.99785047027138,101.926,in_progress,0.0
20,13.0,-0.3039119485996562,-2.185516276861393,178.82568622078554,-22.07176480134816,0.924892436162425,[-22.07176480134816, 0.924892436162425],1.0,False,True,1.0861528813752432,2,59.99785047027138,101.992,in_progress,0.0
20,14.0,-0.3764535290911004,-2.1809586408152493,178.1542739870216,-1.7592254542150876,0.8954774808216542,[-1.7592254542150876, 0.8954774808216542],1.0,False,True,1.2070583308349785,2,59.99785047027138,102.054,in_progress,0.0
20,15.0,-0.44223147118428496,-2.1742734908467125,177.11138902998061,-16.769319497541762,0.5787375017993681,[-16.769319497541762, 0.5787375017993681],1.0,False,True,1.3166899393237992,2,59.99785047027138,102.132,in_progress,0.0
20,16.0,-0.5003651897460881,-2.165081209531948,175.6662440010013,-10.282716002556658,0.5579826081306816,[-10.282716002556658, 0.5579826081306816],1.0,False,True,1.4135798863094307,3,59.99785047027138,102.163,in_progress,0.0
20,17.0,-0.5573696040252012,-2.15331090694493,173.90884108015155,9.723921624274617,0.5,[9.723921624274617, 0.5],1.0,False,True,1.5085867357918776,3,59.99785047027138,102.26,in_progress,0.0
20,18.0,-0.5991712559069946,-2.146740888483989,173.42296979885302,-7.615602820244696,0.5333444213163174,[-7.615602820244696, 0.5333444213163174],1.0,False,True,1.5782564679747317,3,59.99785047027138,102.331,in_progress,0.0
20,19.0,-0.6458473320962048,-2.1406131610083836,173.23398064446343,-0.06181565222674834,0.6463294804860938,[-0.06181565222674834, 0.6463294804860938],1.0,False,True,1.6561044574133414,3,59.99785047027138,102.388,in_progress,0.0
20,20.0,-0.6929154151528203,-2.133378694713739,172.85162233033472,1.3288953682846412,0.8515066429151528,[1.3288953682846412, 0.8515066429151528],1.0,False,True,1.7345635984062162,3,59.99785047027138,102.454,in_progress,0.0
20,21.0,-0.7433982789155233,-2.1257464561424757,172.51207767281943,-25.291330950132803,0.6424830474435588,[-25.291330950132803, 0.6424830474435588],1.0,False,True,1.8187147677793392,3,59.99785047027138,102.522,in_progress,0.0
20,22.0,-0.7885298059705366,-2.1178232458641877,172.05047315145504,30.0,0.5,[30.0, 0.5],1.0,False,True,1.8939471100050738,4,59.99785047027138,102.592,in_progress,0.0
