episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
60,1.0,0.20775436909415698,-2.1729674790285682,179.98740818578716,-30.0,1.0,[-30.0, 1.0],0.0,False,True,0.23334091286449288,0,59.99785047027138,425.39,prepare,0.0
60,2.0,0.20775390119101353,-2.1729670099369005,179.9865076096849,-1.80199832285858,0.8661121170414896,[-1.80199832285858, 0.8661121170414896],1.0,False,True,0.23334169291509746,0,59.99785047027138,425.464,in_progress,0.0
60,3.0,0.20219175730495087,-2.1734883113749977,-179.81888422056053,-1.3829967748303496,0.7341409193518939,[-1.3829967748303496, 0.7341409193518939],1.0,False,True,0.24261205998445912,0,59.99785047027138,425.528,in_progress,0.0
60,4.0,0.18146604479620113,-2.172582662372154,179.86662816926076,5.400623517437111,1.0,[5.400623517437111, 1.0],1.0,False,True,0.27715650622689925,1,59.99785047027138,425.596,in_progress,0.0
60,5.0,0.1496160325951829,-2.17323323835199,-179.93963447319777,-9.654368758913584,0.9517013648013952,[-9.654368758913584, 0.9517013648013952],1.0,False,True,0.3302415048832231,1,59.99785047027138,425.666,in_progress,0.0
60,6.0,0.10568760890174442,-2.173279922347126,-179.98041549835096,-30.0,1.0,[-30.0, 1.0],1.0,False,True,0.4034581470423379,1,59.99785047027138,425.731,in_progress,0.0
60,7.0,0.053668445218463645,-2.1691686767375327,179.02347046033606,-19.55939941471935,0.7777884519185527,[-19.55939941471935, 0.7777884519185527],1.0,False,True,0.4901614705390811,1,59.99785047027138,425.791,in_progress,0.0
60,8.0,-0.0035922647978394173,-2.16054743026295,177.27514939104213,-6.25650670041022,0.5,[-6.25650670041022, 0.5],1.0,False,True,0.5855856911905278,1,59.99785047027138,425.827,in_progress,0.0
60,9.0,-0.04790219466983116,-2.154247074583028,176.2972687782518,30.0,1.0,[30.0, 1.0],1.0,False,True,0.6594319825273215,1,59.99785047027138,425.92,in_progress,0.0
60,10.0,-0.10121965635469765,-2.150473824010912,176.12501665146436,-23.402041783492855,0.8368802044153067,[-23.402041783492855, 0.8368802044153067],1.0,False,True,0.7482938588232648,1,59.99785047027138,425.983,in_progress,0.0
60,11.0,-0.16003773998197485,-2.14679399723332,176.20413083575573,-12.938521816143979,0.5,[-12.938521816143979, 0.5],1.0,False,True,0.8463238574957862,2,59.99785047027138,426.063,in_progress,0.0
60,12.0,-0.2090663628638716,-2.1432463778783633,176.17877054127183,30.0,0.6955764552776628,[30.0, 0.6955764552776628],1.0,False,True,0.9280376372024794,2,59.99785047027138,426.13,in_progress,0.0
60,13.0,-0.2593456843596372,-2.1420060075376597,176.68178606365908,4.91346990806025,1.0,[4.91346990806025, 1.0],1.0,False,True,1.0118382684244687,2,59.99785047027138,426.199,in_progress,0.0
60,14.0,-0.31994816753210514,-2.145282923840076,178.22728652308086,-18.69812432090167,0.8004460210446693,[-18.69812432090167, 0.8004460210446693],1.0,False,True,1.112867506213888,2,59.99785047027138,426.264,in_progress,0.0
60,15.0,-0.37811350194213367,-2.1465160131184646,178.86496463919937,25.850532831591728,0.6345464940870542,[25.850532831591728, 0.6345464940870542],1.0,False,True,1.209813611010481,2,59.99785047027138,426.328,in_progress,0.0
60,16.0,-0.4368277248564269,-2.1476155702850503,179.47249034483283,30.0,0.6288317744069197,[30.0, 0.6288317744069197],1.0,False,True,1.3076745183841065,2,59.99785047027138,426.395,in_progress,0.0
60,17.0,-0.49281405825558766,-2.1550517024558005,-178.63981364377182,-30.0,0.7113062643487804,[-30.0, 0.7113062643487804],1.0,False,True,1.4009908851649835,3,59.99785047027138,426.464,in_progress,0.0
60,18.0,-0.5428172343709384,-2.164390433882874,-176.77707196778198,6.490686611314878,0.824147547164942,[6.490686611314878, 0.824147547164942],1.0,False,True,1.484335598034185,3,59.99785047027138,426.526,in_progress,0.0
60,19.0,-0.5961176200274947,-2.175209451699158,-174.94246916609904,-26.510079405634475,0.9117671304202133,[-26.510079405634475, 0.9117671304202133],1.0,False,True,1.5731763485954766,3,59.99785047027138,426.584,in_progress,0.0
60,20.0,-0.6583402727304516,-2.184782013323295,-174.08445089331934,2.1077567752761084,0.8421325200655297,[2.1077567752761084, 0.8421325200655297],1.0,False,True,1.6768684585658749,3,59.99785047027138,426.665,in_progress,0.0
60,21.0,-0.7165354287277116,-2.1918090866295605,-173.89087633617757,-15.330238548600914,0.9421727068562333,[-15.330238548600914, 0.9421727068562333],1.0,False,True,1.7738545534804098,3,59.99785047027138,426.726,in_progress,0.0
60,22.0,-0.778193018389921,-2.1987741898183635,-173.80920388416914,-30.0,0.8335520839801291,[-30.0, 0.8335520839801291],1.0,False,True,1.8766116579111969,4,59.99785047027138,426.786,in_progress,0.0
60,23.0,-0.83906260261033,-2.2039884345297693,-174.11068773887695,14.900079226311078,1.0,[14.900079226311078, 1.0],1.0,False,True,1.978057684555156,4,59.99785047027138,426.865,in_progress,0.0
60,24.0,-0.9104568075538924,-2.203733753481625,-175.77582056954796,10.899710215568177,1.0,[10.899710215568177, 1.0],1.0,False,True,2.0970525880435837,4,59.99785047027138,426.92,in_progress,0.0
60,25.0,-0.979199309482682,-2.2033543271379994,-176.99019330862367,-30.0,0.5396073691084053,[-30.0, 0.5396073691084053],1.0,False,True,2.2116576839544106,4,59.99785047027138,426.996,in_progress,0.0
60,26.0,-1.0385500249654214,-2.2012375605569847,-178.20018059397853,28.62040014669146,1.0,[28.62040014669146, 1.0],1.0,False,True,2.3105798159184636,4,59.99785047027138,427.06,in_progress,0.0
60,27.0,-1.1062306720555855,-2.1982580592062817,-179.32733437350436,-26.55299442265727,0.5332306525020397,[-26.55299442265727, 0.5332306525020397],1.0,False,True,2.423385962273233,5,59.99785047027138,427.13,in_progress,0.0
60,28.0,-1.1655398752672776,-2.193982764623003,179.55524275716675,23.239413911587505,1.0,[23.239413911587505, 1.0],1.0,False,True,2.522239650105696,5,59.99785047027138,427.199,in_progress,0.0
60,29.0,-1.231418218698285,-2.188226010323117,178.35515792957128,-2.35809024367283,0.6510669276768604,[-2.35809024367283, 0.6510669276768604],1.0,False,True,2.632042808620593,5,59.99785047027138,427.264,in_progress,0.0
60,30.0,-1.2913006792207258,-2.1849914243297217,177.99697699903302,18.546408580975566,0.5,[18.546408580975566, 0.5],1.0,False,True,2.7318744579360903,5,59.99785047027138,427.33,in_progress,0.0
60,31.0,-1.35226843672442,-2.1829773782390056,177.95207360984668,15.55108600246254,0.5,[15.55108600246254, 0.5],1.0,False,True,2.8334878782393385,5,59.99785047027138,427.399,in_progress,0.0
60,32.0,-1.407594382998049,-2.180718472469844,177.8922094723907,-22.509983891815207,0.5306131536110584,[-22.509983891815207, 0.5306131536110584],1.0,False,True,2.92569756937512,6,59.99785047027138,427.453,in_progress,0.0
